2022-06-09 09:07:47.575 [springSessionRedisMessageListenerContainer-6] WARN  o.s.s.data.redis.RedisIndexedSessionRepository Unable to publish SessionDestroyedEvent for session 4d63e9b4-d591-465f-bf6e-4bb6efcd1359
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:6
2022-06-09 11:27:35.184 [http-nio-8080-exec-6] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/staff/session
参数:null
响应:{"createTime":"2021-12-29 16:00:36","id":1,"name":"徐竟浩","phone":"13880605659","roles":[{"id":1,"key":"admin","name":"系统管理员"}],"state":1}
耗时:2
2022-06-09 11:27:35.463 [http-nio-8080-exec-5] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/aliyun/sts
参数:null
响应:{"accessKeyId":"STS.NTS8djz8yDitQ6D7jGCLpqXKP","accessKeySecret":"8Ye1QnMoSTV8ZJghrMumvpGNgXbWY1AS2VGkAYZWTXVi","expiration":"2022-06-09T04:27:36Z","securityToken":"CAISuwJ1q6Ft5B2yfSjIr5fmc97el+dY86ufUxD102oST8Ncnp3gsjz2IH9Fe3NqCO0XtvowlWxZ6vwflqp3RYQd/ttysDcovPpt6gqET9frT6XXhOV2dvTHdEGXDxnkpuCwB8zyUNLafNq0dlnAjVUd6LDmdDKkLRvHVJqSksxfc8gwVAu1ZiYkYdBNPVlNpdM9P3ncPurPVRnxmTj0DVF0nQB+hGhj8t6ToKum5wHZkUfxx8IMuo31OeLEVcR3O4plWNrHnI4Tf6HagilL8EoIpuUkzs478Dzc7NaGGAsTsVfUN+TPt9xqJQB0IeoYY/cf86OjyaAp4r2Lx9immk13ULsLA3iFdueJ29DZHe6lDNE9eIvgNm7FutL1bcak7Fl+MC9KbF0VKoZwdiUtE3IoRCrdMbS3Ud4Src1mm8IagAEsfzmi3N+3xw6NlYnDKHGlWhSxVW70lqXAwE5e+V9Htpgvh8qBC/zRS/8sRCKzfQ+YZzFJ+VQlRglw6MxGl0f1Q+KxKcJMXBMgV4H9MzBDoedMB/Caw7QXQCZZav+wDdZbqo+Mk/AH6DxOTcILFQZ65ZcOKbaKIEOuG7wdqtYADA=="}
耗时:289
2022-06-09 11:27:36.396 [http-nio-8080-exec-9] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:4
2022-06-09 11:27:44.133 [http-nio-8080-exec-4] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/staff/session
参数:null
响应:{"createTime":"2021-12-29 16:00:36","id":1,"name":"徐竟浩","phone":"13880605659","roles":[{"id":1,"key":"admin","name":"系统管理员"}],"state":1}
耗时:1
2022-06-09 11:27:44.344 [http-nio-8080-exec-10] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/aliyun/sts
参数:null
响应:{"accessKeyId":"STS.NTGc9HizZdSC5Raickwmoa89L","accessKeySecret":"AEK7WrhSmHED4axwASk3AQEBmeBgaTGVwpByLHcj3yzC","expiration":"2022-06-09T04:27:45Z","securityToken":"CAISuwJ1q6Ft5B2yfSjIr5fyKIP8hKV705GoN3TQjWM+e+JDjv2Srjz2IH9Fe3NqCO0XtvowlWxZ6vwflqp3RYQdpuFzsDcovPpt6gqET9frT6XXhOV2dvTHdEGXDxnkpuCwB8zyUNLafNq0dlnAjVUd6LDmdDKkLRvHVJqSksxfc8gwVAu1ZiYkYdBNPVlNpdM9P3ncPurPVRnxmTj0DVF0nQB+hGhj8t6ToKum5wHZkUfxx8IMuo31OeLEVcR3O4plWNrHnI4Tf6HagilL8EoIpuUkzs478Dzc7NaGGAsTsVfUN+TPt9xqJQB0IeoYY/cf86OjyaAp4r2Lx9immk13ULsLA3iFdueJ29DZHe6lDNE9eIvgNm7FutL1bcak7Fl+MC9KbF0VKoZwdiUtE3IoRCrdMbS3Ud4Src1mm8IagAFoeV8s8JSNl3lYrgzZjd67EkPwkJbZM5oE1WxsgMQJopg+m5hAhfWoARs+Wpa4ni/Itmlhe6BZ0ZUgBb+LYzSxYVqXAfwIdvpuqOkwzezbs7s7ZGInjwRJe83gxyvMCC9OofSCn7W/s2+R7x/Sx2Fo72SG3nosw2ANUK1a0401lQ=="}
耗时:282
2022-06-09 11:27:45.367 [http-nio-8080-exec-2] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:7
2022-06-09 13:07:46.011 [http-nio-8080-exec-3] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/staff/session
参数:null
响应:{"createTime":"2021-12-29 16:00:36","id":1,"name":"徐竟浩","phone":"13880605659","roles":[{"id":1,"key":"admin","name":"系统管理员"}],"state":1}
耗时:37
2022-06-09 13:07:46.528 [http-nio-8080-exec-7] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/aliyun/sts
参数:null
响应:{"accessKeyId":"STS.NUoncPxojTbhx7TP2kSd3bps2","accessKeySecret":"8QGki4jq2W9VExZkMDnZTAe7qpk251vFz5L5cb25Cjve","expiration":"2022-06-09T06:07:47Z","securityToken":"CAISuwJ1q6Ft5B2yfSjIr5baJdnklbBL46CDehHltDI+X+sfjbXY0Dz2IH9Fe3NqCO0XtvowlWxZ6vwflqp3RYQdlNZhvTcovPpt6gqET9frT6XXhOV2dvTHdEGXDxnkpuCwB8zyUNLafNq0dlnAjVUd6LDmdDKkLRvHVJqSksxfc8gwVAu1ZiYkYdBNPVlNpdM9P3ncPurPVRnxmTj0DVF0nQB+hGhj8t6ToKum5wHZkUfxx8IMuo31OeLEVcR3O4plWNrHnI4Tf6HagilL8EoIpuUkzs478Dzc7NaGGAsTsVfUN+TPt9xqJQB0IeoYY/cf86OjyaAp4r2Lx9immk13ULsLA3iFdueJ29DZHe6lDNE9eIvgNm7FutL1bcak7Fl+MC9KbF0VKoZwdiUtE3IoRCrdMbS3Ud4Src1mm8IagAF/pOTdeE4pdRMQ4TtNKVQCoW71b1SDI8EDVWdt5SG3pJzKelify6E6RKhmu8j4jAYD2BvQKjGaAff4swWOSI+CQ02/7pJjBlawsq7a69oJOMFyClZu0BrdIhAei9sX3CdUSxNrrkzjLhynm+QXfFddraEafgy3PLCBn4GKUj/uiQ=="}
耗时:554
2022-06-09 13:08:17.536 [http-nio-8080-exec-1] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/staff/session
参数:null
响应:{"createTime":"2021-12-29 16:00:36","id":1,"name":"徐竟浩","phone":"13880605659","roles":[{"id":1,"key":"admin","name":"系统管理员"}],"state":1}
耗时:1
2022-06-09 13:08:17.841 [http-nio-8080-exec-8] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/aliyun/sts
参数:null
响应:{"accessKeyId":"STS.NUSERWGSRvpPy7pact8N3XVox","accessKeySecret":"BKigU8f6oSf3crRtqCs2YEMVCrxaBbJVAYkqAKhdQELX","expiration":"2022-06-09T06:08:18Z","securityToken":"CAISuwJ1q6Ft5B2yfSjIr5bmDujjqoxzwbK7exHBhWMhNMEft5PEmjz2IH9Fe3NqCO0XtvowlWxZ6vwflqp3RYQdn8NjvTcovPpt6gqET9frT6XXhOV2dvTHdEGXDxnkpuCwB8zyUNLafNq0dlnAjVUd6LDmdDKkLRvHVJqSksxfc8gwVAu1ZiYkYdBNPVlNpdM9P3ncPurPVRnxmTj0DVF0nQB+hGhj8t6ToKum5wHZkUfxx8IMuo31OeLEVcR3O4plWNrHnI4Tf6HagilL8EoIpuUkzs478Dzc7NaGGAsTsVfUN+TPt9xqJQB0IeoYY/cf86OjyaAp4r2Lx9immk13ULsLA3iFdueJ29DZHe6lDNE9eIvgNm7FutL1bcak7Fl+MC9KbF0VKoZwdiUtE3IoRCrdMbS3Ud4Src1mm8IagAGc1Z3vF5EccvjpWEmM3di96Bb3Y8p8yfnBlI6bWRqVG6V8nGWKZ9jBU+nbpqpoVtvJ0xmwxhkHB4+0iNMBcS4X1NlLpkpUSQXJO5OQHHxRpUAK1QmDEN4I/MFakIDyZvJnnGetmu+EUXPCuV3+R72OLqlZI4AnP6ucDHK/xPGv5g=="}
耗时:337
2022-06-09 13:08:18.377 [http-nio-8080-exec-6] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:24
2022-06-09 13:09:37.065 [http-nio-8080-exec-5] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:4
2022-06-09 13:09:45.153 [http-nio-8080-exec-4] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/staff/session
参数:null
响应:{"createTime":"2021-12-29 16:00:36","id":1,"name":"徐竟浩","phone":"13880605659","roles":[{"id":1,"key":"admin","name":"系统管理员"}],"state":1}
耗时:1
2022-06-09 13:09:45.372 [http-nio-8080-exec-9] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/aliyun/sts
参数:null
响应:{"accessKeyId":"STS.NUof9gg9epyYnaYK47yqMvN5g","accessKeySecret":"zj6LoFtihMYWdc2uh1GXFHSv5XScU4A23TbHdwEWWuf","expiration":"2022-06-09T06:09:46Z","securityToken":"CAISuwJ1q6Ft5B2yfSjIr5baLYPTiuZEx7uybEforzRidf5hmYuehTz2IH9Fe3NqCO0XtvowlWxZ6vwflqp3RYQdu7d5vTcovPpt6gqET9frT6XXhOV2dvTHdEGXDxnkpuCwB8zyUNLafNq0dlnAjVUd6LDmdDKkLRvHVJqSksxfc8gwVAu1ZiYkYdBNPVlNpdM9P3ncPurPVRnxmTj0DVF0nQB+hGhj8t6ToKum5wHZkUfxx8IMuo31OeLEVcR3O4plWNrHnI4Tf6HagilL8EoIpuUkzs478Dzc7NaGGAsTsVfUN+TPt9xqJQB0IeoYY/cf86OjyaAp4r2Lx9immk13ULsLA3iFdueJ29DZHe6lDNE9eIvgNm7FutL1bcak7Fl+MC9KbF0VKoZwdiUtE3IoRCrdMbS3Ud4Src1mm8IagAFWZkJGk2LnRLFZKdToA0WE61eZKhh8jUK4XwWY3u6+iBCrOZzhxydpPHiKVUFtvOEszrE3tQgU8AHZ+7DAcXFlPi4ndnVBojVMvP6VJOksoIuU/WcYujgBx8WDOuJ50nWLGQwsAdWpc/GU0Yh2H8Ycbl0PGjkNrBvjLFqkesiF2w=="}
耗时:274
2022-06-09 13:09:47.129 [http-nio-8080-exec-10] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:8
2022-06-09 13:10:01.356 [http-nio-8080-exec-2] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-05-01&endDate=2022-05-31
响应:[]
耗时:3
2022-06-09 13:10:03.810 [http-nio-8080-exec-3] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:4
2022-06-09 13:33:03.973 [http-nio-8080-exec-7] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:7
2022-06-09 13:33:07.524 [http-nio-8080-exec-8] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/staff/session
参数:null
响应:{"createTime":"2021-12-29 16:00:36","id":1,"name":"徐竟浩","phone":"13880605659","roles":[{"id":1,"key":"admin","name":"系统管理员"}],"state":1}
耗时:1
2022-06-09 13:33:07.874 [http-nio-8080-exec-1] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/aliyun/sts
参数:null
响应:{"accessKeyId":"STS.NUewALiMiR5debxWXMGxWe5aY","accessKeySecret":"CjehsYkLeAbT9P8f89fGWNo53DMY2nqJcQ3mGxgnSaLa","expiration":"2022-06-09T06:33:08Z","securityToken":"CAISuwJ1q6Ft5B2yfSjIr5bQPPv4hJJI5fePZ0TJs1gYS/d7ivDKuzz2IH9Fe3NqCO0XtvowlWxZ6vwflqp3RYQdp8QGvDcovPpt6gqET9frT6XXhOV2dvTHdEGXDxnkpuCwB8zyUNLafNq0dlnAjVUd6LDmdDKkLRvHVJqSksxfc8gwVAu1ZiYkYdBNPVlNpdM9P3ncPurPVRnxmTj0DVF0nQB+hGhj8t6ToKum5wHZkUfxx8IMuo31OeLEVcR3O4plWNrHnI4Tf6HagilL8EoIpuUkzs478Dzc7NaGGAsTsVfUN+TPt9xqJQB0IeoYY/cf86OjyaAp4r2Lx9immk13ULsLA3iFdueJ29DZHe6lDNE9eIvgNm7FutL1bcak7Fl+MC9KbF0VKoZwdiUtE3IoRCrdMbS3Ud4Src1mm8IagAGP9+t72dAXABJGRvOsUuGGoYl0kiBsQcphyH080MJH3tf/h9CVMuZhKsj6eYLI4nhuBnwwKbTP+GWC/3yR0C9wJrXOoNIr8p/crEeNiICXJmjx+4hgxzHx0+LHN3MNQat5DW06CKelExt0dQ5gZdrC7HKFnBLyv4JJUH+FB83UPw=="}
耗时:400
2022-06-09 13:33:09.059 [http-nio-8080-exec-6] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:5
2022-06-09 13:33:12.369 [http-nio-8080-exec-5] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product
参数:current=1&pageSize=20
响应:{"data":[{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628ca7e45f2a87006fd75a46","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654756392&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=%2FvRaTQ7SUuccYcSd0zb1JK7DEJ0%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654756392&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=qOXs7tjwARxUSV53dIgXHINEC4U%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628cebf8de5bc62c3a2d97ac","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654756392&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=%2FvRaTQ7SUuccYcSd0zb1JK7DEJ0%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654756392&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=qOXs7tjwARxUSV53dIgXHINEC4U%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"628cec1ade5bc62c3a2d97ad","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654756392&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=%2FvRaTQ7SUuccYcSd0zb1JK7DEJ0%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654756392&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=qOXs7tjwARxUSV53dIgXHINEC4U%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚跟团游9:30晚出发+国旅真纯玩+【升级五星品牌Hilton希尔顿酒店/天源豪生/千鹤国际/携程5钻酒店可选】【松潘古城】+可升『头等舱保姆车』+升级五钻酒店美食+24小时客服+成都三环内免费接"},{"days":3,"departPlace":["四川省","成都市"],"destination":["四川省","成都市"],"id":"6293836cd64fff5f278b332c","imageUrls":["http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349051042433.jpg?Expires=1654756392&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=%2FvRaTQ7SUuccYcSd0zb1JK7DEJ0%3D","http://lfs-image.oss-cn-chengdu.aliyuncs.com/images/8349054711605.jpg?Expires=1654756392&OSSAccessKeyId=LTAI5tQQuPD1Fk7bhcEQbNWk&Signature=qOXs7tjwARxUSV53dIgXHINEC4U%3D"],"nights":2,"state":0,"title":"九寨沟+黄龙风景名胜区3日2晚"}],"success":true,"total":4}
耗时:30
2022-06-09 13:33:14.276 [http-nio-8080-exec-4] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku
参数:productId=628ca7e45f2a87006fd75a46
响应:[{"id":"629728e7da667d6000146db0","name":"套餐2","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"保姆车","住宿标准":"四星或同级"},"state":1},{"id":"6297291fda667d6000146db1","name":"套餐1","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"普通大巴","住宿标准":"三星或同级"},"state":0},{"id":"629818163aa8774bc93c9188","name":"套餐3","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"保姆车","住宿标准":"三星或同级"},"state":0},{"id":"629831df3aa8774bc93c9189","name":"套餐4","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"普通大巴","住宿标准":"四星或同级"},"state":0}]
耗时:9
2022-06-09 13:33:19.948 [http-nio-8080-exec-9] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:3
2022-06-09 13:33:23.115 [http-nio-8080-exec-10] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku
参数:productId=628ca7e45f2a87006fd75a46
响应:[{"id":"629728e7da667d6000146db0","name":"套餐2","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"保姆车","住宿标准":"四星或同级"},"state":1},{"id":"6297291fda667d6000146db1","name":"套餐1","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"普通大巴","住宿标准":"三星或同级"},"state":0},{"id":"629818163aa8774bc93c9188","name":"套餐3","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"保姆车","住宿标准":"三星或同级"},"state":0},{"id":"629831df3aa8774bc93c9189","name":"套餐4","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"普通大巴","住宿标准":"四星或同级"},"state":0}]
耗时:7
2022-06-09 13:33:28.424 [http-nio-8080-exec-2] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:4
2022-06-09 13:33:36.156 [http-nio-8080-exec-3] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku
参数:productId=628ca7e45f2a87006fd75a46
响应:[{"id":"629728e7da667d6000146db0","name":"套餐2","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"保姆车","住宿标准":"四星或同级"},"state":1},{"id":"6297291fda667d6000146db1","name":"套餐1","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"普通大巴","住宿标准":"三星或同级"},"state":0},{"id":"629818163aa8774bc93c9188","name":"套餐3","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"保姆车","住宿标准":"三星或同级"},"state":0},{"id":"629831df3aa8774bc93c9189","name":"套餐4","productId":"628ca7e45f2a87006fd75a46","properties":{"交通车型":"普通大巴","住宿标准":"四星或同级"},"state":0}]
耗时:6
2022-06-09 13:33:49.697 [http-nio-8080-exec-7] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/product/sku/price-calendar
参数:skuId=629728e7da667d6000146db0&startDate=2022-06-01&endDate=2022-06-30
响应:[{"adultPrice":20000,"childPrice":12000,"date":"2022-06-10","id":"629728e7da667d6000146db01654790400000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"},{"adultPrice":20000,"childPrice":12000,"date":"2022-06-17","id":"629728e7da667d6000146db01655395200000","singleRoomPrice":11000,"skuId":"629728e7da667d6000146db0"}]
耗时:7
2022-06-09 15:29:28.801 [cluster-ClusterId{value='62a14bb2da76a677bac76b3c', description='null'}-127.0.0.1:13001] INFO  org.mongodb.driver.cluster Exception in monitor thread while connecting to server 127.0.0.1:13001
com.mongodb.MongoSocketWriteException: Exception sending message
	at com.mongodb.internal.connection.InternalStreamConnection.translateWriteException(InternalStreamConnection.java:619)
	at com.mongodb.internal.connection.InternalStreamConnection.sendMessage(InternalStreamConnection.java:497)
	at com.mongodb.internal.connection.InternalStreamConnection.sendCommandMessage(InternalStreamConnection.java:328)
	at com.mongodb.internal.connection.InternalStreamConnection.send(InternalStreamConnection.java:295)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitorRunnable.lookupServerDescription(DefaultServerMonitor.java:209)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitorRunnable.run(DefaultServerMonitor.java:144)
	at java.base/java.lang.Thread.run(Thread.java:834)
Caused by: java.net.SocketException: Connection reset by peer: socket write error
	at java.base/java.net.SocketOutputStream.socketWrite0(Native Method)
	at java.base/java.net.SocketOutputStream.socketWrite(SocketOutputStream.java:110)
	at java.base/java.net.SocketOutputStream.write(SocketOutputStream.java:150)
	at com.mongodb.internal.connection.SocketStream.write(SocketStream.java:99)
	at com.mongodb.internal.connection.InternalStreamConnection.sendMessage(InternalStreamConnection.java:494)
	... 5 common frames omitted
2022-06-09 15:29:30.955 [cluster-ClusterId{value='62a14bb2da76a677bac76b3c', description='null'}-127.0.0.1:13001] INFO  org.mongodb.driver.cluster Exception in monitor thread while connecting to server 127.0.0.1:13001
com.mongodb.MongoSocketOpenException: Exception opening socket
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:70)
	at com.mongodb.internal.connection.InternalStreamConnection.open(InternalStreamConnection.java:143)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitorRunnable.lookupServerDescription(DefaultServerMonitor.java:188)
	at com.mongodb.internal.connection.DefaultServerMonitor$ServerMonitorRunnable.run(DefaultServerMonitor.java:144)
	at java.base/java.lang.Thread.run(Thread.java:834)
Caused by: java.net.ConnectException: Connection refused: connect
	at java.base/java.net.PlainSocketImpl.waitForConnect(Native Method)
	at java.base/java.net.PlainSocketImpl.socketConnect(PlainSocketImpl.java:107)
	at java.base/java.net.AbstractPlainSocketImpl.doConnect(AbstractPlainSocketImpl.java:399)
	at java.base/java.net.AbstractPlainSocketImpl.connectToAddress(AbstractPlainSocketImpl.java:242)
	at java.base/java.net.AbstractPlainSocketImpl.connect(AbstractPlainSocketImpl.java:224)
	at java.base/java.net.SocksSocketImpl.connect(SocksSocketImpl.java:392)
	at java.base/java.net.Socket.connect(Socket.java:608)
	at com.mongodb.internal.connection.SocketStreamHelper.initialize(SocketStreamHelper.java:78)
	at com.mongodb.internal.connection.SocketStream.initializeSocket(SocketStream.java:79)
	at com.mongodb.internal.connection.SocketStream.open(SocketStream.java:65)
	... 4 common frames omitted
2022-06-09 15:31:45.200 [http-nio-8080-exec-1] INFO  com.x.config.mvc.LogRecordAspect 
GET请求/staff/session
参数:null
响应:{"createTime":"2021-12-29 16:00:36","id":1,"name":"徐竟浩","phone":"13880605659","roles":[{"id":1,"key":"admin","name":"系统管理员"}],"state":1}
耗时:23
